VA_DATE,VOLCANO_NAME,VOLCANO_ID,OBS_DATE,OBS_LOWALT,OBS_HIGHALT,OBS_CONTOUR,FCST+6_DATE,FCST+6_LOWALT,FCST+6_HIGHALT,FCST+6_CONTOUR,FCST+12_DATE,FCST+12_LOWALT,FCST+12_HIGHALT,FCST+12_CONTOUR,FCST+18_DATE,FCST+18_LOWALT,FCST+18_HIGHALT,FCST+18_CONTOUR
201712232210,FUEGO,342090,201712232145,SFC,FL140,N1525W09228N1429W09051N1426W09052N1447W09242N1525W09228,201712240400,SFC,FL140,N1526W09229N1430W09051N1424W09053N1449W09244N1526W09229,201712241000,SFC,FL140,N1529W09230N1430W09049N1423W09053N1448W09247N1529W09230,201712241600,SFC,FL140,N1535W09232N1431W09050N1423W09053N1452W09247N1535W09232
201712231618,FUEGO,342090,201712231545,SFC,FL160,N1644W09335N1431W09052N1425W09056N1538W09352N1644W09335,201712232200,SFC,FL160,N1623W09346N1432W09053N1424W09054N1517W09402N1623W09346,201712240400,SFC,FL160,N1601W09401N1433W09053N1426W09053N1459W09409N1601W09401,201712241000,SFC,FL160,N1532W09414N1433W09052N1426W09053N1438W09419N1532W09414
201712231034,FUEGO,342090,201712231000,SFC,FL160,N1538W09225N1431W09051N1422W09059N1520W09240N1538W09225,201712231600,SFC,FL160,N1522W09210N1431W09051N1422W09053N1501W09217N1522W09210,201712232200,SFC,FL160,N1459W09217N1432W09052N1423W09050N1434W09218N1459W09217,201712240400,SFC,FL160,N1459W09216N1432W09053N1423W09055N1433W09217N1459W09216
201712230452,FUEGO,342090,201712230430,SFC,FL150,N1450W09140N1429W09052N1425W09053N1437W09146N1450W09140,201712231030,SFC,FL150,N1450W09139N1429W09051N1425W09053N1437W09146N1450W09139,201712231630,SFC,FL150,N1450W09138N1429W09052N1426W09052N1437W09143N1450W09138,201712232230,SFC,FL150,N1450W09140N1429W09051N1425W09053N1437W09144N1450W09140
201712222306,FUEGO,342090,201712222245,SFC,FL150,N1529W09228N1459W09143N1429W09051N1426W09052N1456W09238N1529W09228,201712230500,SFC,FL150,N1539W09223N1430W09050N1425W09053N1507W09235N1539W09223,201712231100,SFC,FL150,N1534W09223N1431W09050N1425W09053N1502W09237N1534W09223,201712231700,SFC,FL150,N1515W09235N1432W09051N1424W09052N1436W09246N1515W09235
201712221717,FUEGO,342090,201712221645,SFC,FL160,N1532W09231N1432W09052N1428W09053N1501W09244N1532W09231,201712222300,SFC,FL160,N1528W09231N1432W09052N1428W09053N1456W09245N1528W09231,201712230500,SFC,FL160,N1531W09233N1432W09052N1427W09053N1458W09247N1531W09233,201712231100,SFC,FL160,N1530W09229N1432W09052N1428W09053N1456W09244N1530W09229
201712221149,FUEGO,342090,201712221100,SFC,FL160,N1502W09210N1429W09051N1419W09050N1419W09132N1447W09225N1502W09210,201712221700,SFC,FL160,N1502W09208N1429W09050N1417W09050N1419W09129N1447W09225N1502W09208,201712222300,SFC,FL160,N1502W09207N1428W09050N1417W09050N1417W09131N1447W09223N1502W09207,201712230500,SFC,FL160,N1502W09209N1428W09050N1417W09050N1419W09134N1447W09223N1502W09209
201712220606,FUEGO,342090,201712220500,SFC,FL160,N1455W09151N1428W09052N1422W09055N1434W09158N1455W09151,201712221100,SFC,FL160,N1455W09152N1429W09051N1422W09053N1434W09156N1455W09152,201712221700,SFC,FL160,N1456W09152N1428W09053N1422W09055N1436W09156N1456W09152,201712222300,SFC,FL160,N1455W09152N1428W09053N1421W09055N1435W09158N1455W09152
201712220012,FUEGO,342090,201712212345,SFC,FL160,N1516W09249N1431W09052N1425W09050N1444W09259N1516W09249,201712220600,SFC,FL160,N1520W09248N1431W09052N1425W09051N1447W09259N1520W09248,201712221200,SFC,FL160,N1522W09249N1431W09051N1425W09051N1449W09301N1522W09249,201712221800,SFC,FL160,N1526W09248N1430W09051N1425W09050N1455W09301N1526W09248
201712211836,FUEGO,342090,201712211800,SFC,FL160,N1516W09232N1428W09052N1427W09053N1440W09244N1516W09232,201712220000,SFC,FL160,N1519W09233N1428W09053N1428W09052N1440W09245N1519W09233,201712220600,SFC,FL160,N1532W09233N1429W09053N1428W09053N1446W09250N1532W09233,201712221200,SFC,FL160,N1538W09231N1427W09051N1426W09052N1452W09253N1538W09231
201712211318,FUEGO,342090,201712211245,SFC,FL165,N1611W09341N1432W09054N1540W09402N1611W09341,201712211900,SFC,FL165,N1638W09359N1434W09055N1433W09056N1546W09432N1638W09359,201712220100,SFC,FL165,N1644W09358N1431W09052N1431W09054N1548W09436N1644W09358,201712220700,SFC,FL165,N1644W09358N1435W09058N1434W09057N1547W09439N1644W09358
201712210709,FUEGO,342090,201712210630,SFC,FL170,N1550W09301N1432W09053N1425W09053N1525W09301N1550W09301,201712211230,SFC,FL170,N1610W09323N1434W09051N1425W09051N1532W09325N1610W09323,201712211830,SFC,FL170,N1607W09322N1431W09050N1424W09052N1532W09325N1607W09322,201712220030,SFC,FL170,N1527W09323N1434W09051N1426W09052N1457W09329N1527W09323
201712210119,FUEGO,342090,201712210045,SFC,FL190,N1632W09532N1432W09052N1423W09050N1506W09547N1632W09532,201712210700,SFC,FL190,N1648W09542N1431W09050N1423W09050N1511W09608N1648W09542,201712211300,SFC,FL190,N1701W09548N1431W09050N1426W09050N1528W09613N1701W09548,201712211900,SFC,FL190,N1703W09550N1433W09051N1424W09050N1528W09614N1703W09550
201712201923,FUEGO,342090,201712201900,SFC,FL190,N1604W09452N1431W09050N1424W09050N1502W09453N1604W09452,201712210100,SFC,FL190,N1620W09501N1430W09050N1425W09049N1457W09500N1620W09501,201712210700,SFC,FL190,N1624W09503N1431W09049N1423W09050N1455W09503N1624W09503,201712211300,SFC,FL190,N1632W09506N1429W09050N1424W09049N1455W09506N1632W09506
201712201357,FUEGO,342090,201712201330,SFC,FL190,N1620W09416N1429W09053N1431W09054N1455W09328N1620W09416,201712201930,SFC,FL190,N1630W09431N1431W09055N1458W09359N1630W09431,201712210130,SFC,FL190,N1649W09449N1647W09448N1431W09053N1429W09054N1517W09416N1649W09449,201712210730,SFC,FL190,N1655W09451N1437W09051N1426W09055N1426W09054N1552W09443N1655W09451
201712200802,FUEGO,342090,201712200745,SFC,FL160,N1604W09307N1513W09222N1434W09052N1428W09053N1440W09151N1459W09308N1604W09307,201712201400,SFC,FL160,N1556W09308N1433W09052N1428W09053N1459W09311N1556W09308,201712202000,SFC,FL160,N1605W09309N1431W09052N1429W09051N1500W09308N1605W09309,201712210200,SFC,FL160,N1605W09310N1431W09052N1427W09052N1459W09308N1605W09310
201712200414,FUEGO,342090,201712200345,SFC,FL160,N1505W09158N1429W09049N1424W09050N1447W09204N1505W09158,201712201000,SFC,FL160,N1504W09158N1431W09050N1425W09052N1447W09204N1504W09158,201712201600,SFC,FL160,N1506W09158N1430W09050N1423W09050N1446W09204N1506W09158,201712202200,SFC,FL180,N1505W09159N1431W09050N1425W09052N1444W09204N1505W09159
201712200409,FUEGO,342090,201712200345,SFC,FL160,N1505W09158N1429W09049N1424W09050N1447W09204N1505W09158,201712201000,SFC,FL160,N1504W09158N1431W09050N1425W09052N1447W09204N1504W09158,201712201600,SFC,FL160,N1506W09158N1430W09050N1423W09050N1446W09204N1506W09158,201712202200,SFC,FL180,N1505W09159N1431W09050N1425W09052N1444W09204N1505W09159
201712192219,FUEGO,342090,201712192200,SFC,FL160,N1529W09154N1432W09053N1428W09056N1458W09214N1529W09154,201712200400,SFC,FL160,N1531W09152N1432W09052N1429W09056N1459W09214N1531W09152,201712201000,SFC,FL160,N1532W09152N1432W09050N1428W09055N1457W09214N1532W09152,201712201600,SFC,FL160,N1532W09151N1433W09053N1428W09054N1457W09216N1532W09151
201712191625,FUEGO,342090,201712191600,SFC,FL150,N1526W09218N1429W09053N1428W09052N1511W09230N1526W09218,201712192200,SFC,FL150,N1526W09219N1428W09052N1429W09053N1511W09231N1526W09219,201712200400,SFC,FL150,N1526W09219N1429W09053N1511W09231N1526W09219,201712201000,SFC,FL150,N1527W09219N1429W09053N1428W09053N1511W09231N1527W09219
201712191008,FUEGO,342090,201712190945,SFC,FL170,N1448W09131N1429W09053N1426W09053N1440W09135N1448W09131,201712191600,SFC,FL170,N1449W09132N1430W09052N1426W09053N1440W09136N1449W09132,201712192200,SFC,FL170,N1450W09131N1429W09052N1426W09053N1439W09137N1450W09131,201712200400,SFC,FL170,N1450W09132N1429W09052N1426W09053N1440W09137N1450W09132
201712190409,FUEGO,342090,201712180345,SFC,FL170,N1451W09129N1429W09051N1426W09052N1438W09132N1451W09129,201712181000,SFC,FL170,N1453W09129N1429W09051N1426W09052N1439W09135N1453W09129,201712181600,SFC,FL170,N1454W09129N1429W09051N1426W09052N1437W09135N1454W09129,201712182200,SFC,FL170,N1453W09129N1429W09051N1426W09053N1436W09135N1453W09129
201712182210,FUEGO,342090,201712182145,SFC,FL170,N1522W09151N1431W09053N1428W09053N1457W09209N1522W09151,201712190400,SFC,FL170,N1523W09145N1431W09053N1428W09055N1458W09204N1523W09145,201712191000,SFC,FL170,N1516W09148N1430W09052N1427W09053N1453W09207N1516W09148,201712191600,SFC,FL170,N1522W09141N1429W09052N1428W09054N1456W09201N1522W09141
201712181312,FUEGO,342090,201712181230,SFC,FL160,N1506W09207N1431W09052N1427W09053N1447W09212N1506W09207,201712181830,SFC,FL160,N1508W09208N1429W09052N1426W09053N1446W09213N1508W09208,201712190030,SFC,FL160,N1509W09209N1430W09051N1427W09053N1446W09214N1509W09209,201712190630,SFC,FL160,N1501W09211N1431W09052N1428W09053N1444W09214N1501W09211
201712181259,FUEGO,342090,201712181230,FL5,160,N1506W09207N1431W09052N1427W09053N1447W09212N1506W09207,201712181830,FL5,160,N1508W09208N1429W09052N1426W09053N1446W09213N1508W09208,201712190030,FL5,160,N1509W09209N1430W09051N1427W09053N1446W09214N1509W09209,201712190630,FL5,160,N1501W09211N1431W09052N1428W09053N1444W09214N1501W09211
201712180703,FUEGO,342090,201712180630,SFC,FL160,N1540W09213N1429W09052N1427W09053N1452W09215N1540W09213,201712181230,SFC,FL160,N1541W09213N1430W09052N1428W09053N1452W09215N1541W09213,201712181830,SFC,FL160,N1541W09213N1430W09052N1428W09052N1452W09214N1541W09213,201712190030,SFC,FL160,N1533W09214N1429W09053N1427W09053N1443W09214N1533W09214
201712180404,FUEGO,342090,201712180330,SFC,FL160,N1504W09125N1428W09052N1428W09053N1432W09121N1504W09125,201712180930,SFC,FL160,N1506W09126N1428W09052N1427W09052N1432W09123N1506W09126,201712181530,SFC,FL160,N1508W09126N1429W09052N1428W09053N1432W09124N1508W09126,201712182130,SFC,FL150,N1502W09129N1429W09052N1428W09052N1431W09125N1502W09129
201712180116,FUEGO,342090,201712180045,SFC,FL160,N1502W09133N1433W09051N1426W09052N1440W09129N1502W09133,201712180700,SFC,FL160,N1502W09134N1432W09051N1426W09053N1441W09137N1502W09134,201712181300,SFC,FL160,N1503W09134N1432W09050N1426W09052N1442W09137N1503W09134,201712181900,SFC,FL160,N1504W09134N1432W09050N1426W09052N1442W09137N1504W09134
201712171924,FUEGO,342090,201712171845,SFC,FL160,N1455W09120N1429W09053N1428W09053N1437W09126N1455W09120,201712180100,SFC,FL160,N1459W09123N1429W09052N1428W09053N1437W09131N1459W09123,201712180700,SFC,FL160,N1459W09123N1429W09052N1428W09053N1437W09131N1459W09123,201712181300,SFC,FL160,N1459W09123N1429W09052N1428W09053N1437W09131N1459W09123
201712171324,FUEGO,342090,201712171300,SFC,FL140,N1449W09120N1429W09052N1428W09052N1434W09128N1449W09120,201712171900,SFC,FL140,N1504W09140N1430W09052N1428W09052N1437W09147N1504W09140,201712180100,SFC,FL140,N1506W09141N1430W09052N1427W09052N1437W09150N1506W09141,201712180700,SFC,FL140,N1507W09141N1430W09052N1427W09052N1437W09150N1507W09141
201712170732,FUEGO,342090,201712170715,SFC,FL140,N1502W09114N1429W09050N1426W09052N1455W09123N1502W09114,201712171330,SFC,FL140,N1504W09118N1429W09051N1426W09053N1455W09128N1504W09118,201712171930,SFC,FL140,N1453W09127N1430W09052N1426W09054N1440W09132N1453W09127,201712180130,SFC,FL140,N1453W09128N1430W09051N1426W09052N1438W09133N1453W09128
201712170257,FUEGO,342090,201712170230,SFC,FL140,N1441W09108N1430W09052N1427W09053N1434W09111N1441W09108,201712170830,SFC,FL140,N1441W09108N1431W09051N1425W09053N1434W09111N1441W09108,201712171430,SFC,FL140,N1439W09110N1430W09051N1426W09053N1432W09113N1439W09110,201712172030,SFC,FL140,N1435W09114N1430W09051N1425W09052N1427W09114N1435W09114
201712170256,FUEGO,342090,201712170230,SFC,FL140,N1441W09108N1430W09052N1427W09053N1434W09111N1441W09108,201712170830,SFC,FL140,N1441W09108N1431W09051N1425W09053N1434W09111N1441W09108,201712171430,SFC,FL140,N1439W09110N1430W09051N1426W09053N1432W09113N1439W09110,201712172030,SFC,FL140,N1435W09114N1430W09051N1425W09052N1427W09114N1435W09114
201712162119,FUEGO,342090,201712162045,SFC,FL140,N1434W09059N1430W09052N1426W09052N1431W09102N1431W09101N1431W09101N1434W09059,201712170300,SFC,FL140,N1437W09059N1430W09050N1427W09053N1434W09102N1437W09059,201712170900,SFC,FL140,N1438W09059N1430W09050N1426W09054N1434W09104N1438W09059,201712171500,SFC,FL140,N1439W09059N1430W09050N1426W09053N1434W09104N1439W09059
201712161730,FUEGO,342090,201712161626,SFC,FL160,N14444W09154N1430W09053N1428W09053N1411W09154N1444W09154,201712162300,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152,201712170500,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152,201712171100,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152
201712161133,FUEGO,342090,201712161045,SFC,FL160,N1444W09154N1430W09053N1428W09053N1411W09154N1444W09154,201712161700,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152,201712162300,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152,201712170500,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152
201712161131,FUEGO,342090,201712161045,SFC,FL160,N1444W09154N1430W09053N1428W09053N1411W09154N1444W09154,201712161700,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152,201712162300,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152,201712170500,SFC,FL160,N1452W09152N1431W09053N1428W09052N1420W09156N1452W09152
201712160545,FUEGO,342090,201712160515,SFC,FL180,N1511W09150N1429W09052N1427W09053N1437W09205N1511W09150,201712161130,SFC,FL180,N1514W09144N1431W09052N1428W09053N1442W09207N1514W09144,201712161730,SFC,FL180,N1517W09137N1431W09053N1428W09054N1446W09208N1517W09137,201712162330,SFC,FL180,N1517W09132N1430W09051N1429W09052N1450W09207N1517W09132
201712160541,FUEGO,342090,201712160515,SFC,FL180,N1511W09150N1429W09052N1427W09053N1437W09205N1511W09150,201712161130,SFC,FL180,N1514W09144N1431W09052N1428W09053N1442W09207N1514W09144,201712161730,SFC,FL180,N1517W09137N1431W09053N1428W09054N1446W09208N1517W09137,201712162330,SFC,FL180,N1517W09132N1430W09051N1429W09052N1450W09207N1517W09132
201712152348,FUEGO,342090,201712152315,SFC,FL160,N1511W09116N1457W09106N1453W09113N1458W09116N1508W09126N1511W09116,201712160530,SFC,FL160,N1458W09145N1432W09050N1423W09053N1446W09150N1458W09145,201712161130,SFC,FL160,N1502W09146N1432W09049N1423W09055N1452W09152N1502W09146,201712161730,SFC,FL160,N1516W09135N1432W09048N1422W09056N1507W09146N1516W09135
201712151800,FUEGO,342090,201712151715,SFC,FL180,N1610W09234N1609W09211N1440W09113N1429W09116N1456W09200N1610W09234,201712152330,None,None,NO ASH,201712160530,None,None,NO ASH,201712161130,None,None,NO ASH
201712151219,FUEGO,342090,201712151145,SFC,FL180,N1547W09159N1430W09052N1428W09053N1501W09234N1547W09159,201712151800,SFC,FL180,N1537W09213N1430W09052N1428W09053N1436W09236N1537W09213,201712160000,SFC,FL180,N1539W09211N1430W09052N1428W09053N1440W09238N1539W09211,201712160600,SFC,FL180,N1538W09213N1430W09052N1428W09053N1437W09237N1538W09213
201712150654,FUEGO,342090,201712150615,SFC,FL180,N1501W09147N1431W09053N1429W09053N1429W09152N1501W09147,201712151230,SFC,FL180,N1502W09145N1430W09052N1429W09053N1431W09153N1502W09145,201712151830,SFC,FL180,N1500W09150N1430W09052N1429W09052N1426W09152N1500W09150,201712160030,SFC,FL180,N1500W09152N1431W09052N1429W09052N1424W09153N1500W09152
201712150651,FUEGO,342090,201712150615,SFC,FL180,N1501W09147N1431W09053N1429W09053N1429W09152N1501W09147,201712151230,SFC,FL180,N1502W09145N1430W09052N1429W09053N1431W09153N1502W09145,201712151830,SFC,FL180,N1500W09150N1430W09052N1429W09052N1426W09152N1500W09150,201712160030,SFC,FL180,N1500W09152N1431W09052N1429W09052N1424W09153N1500W09152
201712150057,FUEGO,342090,201712150030,SFC,FL180,N1445W09113N1429W09053N1427W09053N1434W09120N1445W09113,201712150630,SFC,FL180,N1450W09113N1429W09052N1428W09053N1435W09123N1450W09113,201712151230,SFC,FL180,N1449W09112N1429W09052N1426W09052N1435W09123N1449W09112,201712151830,SFC,FL180,N1452W09112N1429W09052N1427W09053N1435W09125N1452W09112
201712141925,FUEGO,342090,201712141915,SFC,FL180,N1456W09157N1438W09108N1427W09110N1428W09158N1456W09157,201712150130,None,None,NO ASH,201712150730,None,None,NO ASH,201712151330,None,None,NO ASH
201712141346,FUEGO,342090,201712141315,SFC,FL160,N1431W09052N1426W09051N1416W09129N1428W09130N1431W09052,201712141930,SFC,FL160,N1440W09135N1432W09052N1426W09052N1425W09137N1440W09135,201712150130,SFC,FL160,N1446W09133N1432W09052N1426W09053N1429W09139N1446W09133,201712150730,SFC,FL160,N1448W09131N1430W09051N1425W09052N1430W09141N1448W09131
201712141142,FUEGO,342090,201712141115,SFC,FL160,N1438W09117N1431W09052N1428W09051N1423W09117N1438W09117,201712141730,SFC,FL160,N1447W09113N1431W09052N1429W09052N1430W09119N1447W09113,201712142330,SFC,FL160,N1448W09111N1431W09051N1428W09051N1432W09119N1448W09111,201712150530,SFC,FL160,N1449W09108N1431W09051N1428W09052N1434W09119N1449W09108
201712140604,FUEGO,342090,201712140515,SFC,FL180,N1449W09107N1429W09052N1428W09053N1433W09116N1449W09107,201712141130,SFC,FL180,N1452W09105N1429W09051N1428W09053N1433W09117N1452W09105,201712141730,SFC,FL180,N1453W09102N1429W09051N1428W09053N1438W09116N1453W09102,201712142330,SFC,FL180,N1455W09102N1429W09051N1428W09053N1437W09119N1455W09102
201712140015,FUEGO,342090,201712132345,SFC,FL180,N1431W09104N1430W09052N1426W09051N1425W09104N1431W09104,201712140600,SFC,FL180,N1433W09108N1429W09052N1426W09051N1421W09108N1433W09108,201712141200,SFC,FL180,N1435W09110N1429W09052N1426W09051N1422W09110N1435W09110,201712141800,SFC,FL180,N1440W09107N1429W09052N1426W09052N1427W09111N1440W09107
201712131927,FUEGO,342090,201712131845,SFC,FL140,N1440W09050N1426W09051N1426W09053N1436W09101N1440W09050,201712140100,SFC,FL140,N1441W09058N1440W09049N1427W09051N1426W09053N1441W09058,201712140700,SFC,FL140,N1441W09048N1438W09038N1426W09052N1427W09054N1441W09048,201712141300,SFC,FL140,N1429W09052N1428W09051N1413W09055N1419W09107N1429W09052
201712131338,FUEGO,342090,201712131315,SFC,FL140,N1433W09101N1431W09053N1423W09053N1426W09102N1433W09101,201712131930,SFC,FL140,N1441W09101N1431W09052N1427W09053N1432W09105N1441W09101,201712140130,SFC,FL140,N1445W09055N1430W09049N1426W09052N1440W09104N1445W09055,201712140730,SFC,FL140,N1441W09046N1427W09049N1425W09054N1441W09056N1441W09046
201712122015,FUEGO,342090,201712121945,SFC,FL140,N1432W09106N1429W09053N1428W09053N1352W09111N1402W09139N1432W09106,201712130200,SFC,FL140,N1437W09110N1429W09053N1426W09052N1424W09111N1437W09110,201712130800,SFC,FL140,N1446W09052N1427W09052N1426W09053N1442W09108N1446W09052,201712131400,SFC,FL140,N1444W09104N1429W09052N1426W09052N1432W09111N1444W09104
201712121458,FUEGO,342090,201712121415,SFC,FL140,N1428W09053N1428W09052N1403W09059N1405W09105N1428W09053,201712122030,SFC,FL140,N1429W09053N1428W09052N1403W09059N1407W09107N1429W09053,201712130230,None,None,NO ASH,201712130830,None,None,NO ASH
201712120211,FUEGO,342090,201712120145,SFC,FL170,N1433W09111N1429W09052N1427W09052N1423W09111N1433W09111,201712120800,SFC,FL170,N1441W09111N1430W09052N1426W09052N1430W09114N1441W09111,201712121400,SFC,FL170,N1434W09113N1430W09052N1426W09051N1423W09114N1434W09113,201712122000,SFC,FL170,N1438W09112N1429W09052N1426W09052N1428W09114N1438W09112
201712110216,FUEGO,342090,201712110145,SFC,FL170,N1429W09053N1426W09051N1416W09050N1416W09107N1429W09053,201712110800,SFC,FL170,N1431W09053N1426W09052N1411W09102N1421W09113N1431W09053,201712111400,SFC,FL170,N1430W09053N1426W09052N1411W09104N1422W09115N1430W09053,201712112000,SFC,FL170,N1431W09116N1430W09052N1426W09051N1417W09110N1431W09116
201712071323,FUEGO,342090,201712071300,SFC,FL140,N1432W09102N1431W09052N1426W09052N1426W09102N1432W09102,201712071900,SFC,FL140,N1436W09105N1430W09051N1426W09052N1426W09107N1436W09105,201712080100,SFC,FL140,N1437W09104N1431W09051N1426W09051N1427W09107N1437W09104,201712080700,SFC,FL140,N1437W09107N1431W09051N1426W09051N1427W09110N1437W09107
201712062138,FUEGO,342090,201712062015,SFC,FL150,N1431W09109N1429W09052N1425W09052N1425W09110N1431W09109,201712070230,SFC,FL150,N1434W09108N1431W09052N1425W09051N1426W09109N1434W09108,201712070830,SFC,FL150,N1433W09110N1429W09052N1426W09052N1426W09111N1433W09110,201712071430,SFC,FL150,N1431W09111N1431W09052N1425W09052N1425W09111N1431W09111
201712061543,FUEGO,342090,201712061515,SFC,FL150,N1434W09110N1430W09051N1425W09052N1425W09110N1434W09110,201712062130,SFC,FL150,N1437W09110N1429W09050N1425W09052N1425W09112N1437W09110,201712070330,SFC,FL150,N1441W09111N1431W09049N1425W09051N1426W09114N1441W09111,201712070930,SFC,FL150,N1441W09111N1431W09049N1426W09052N1425W09114N1441W09111
201712061541,FUEGO,342090,201712061515,SFC,FL150,N1434W09110N1430W09051N1425W09052N1425W09110N1434W09110,201712062130,SFC,FL150,N1437W09110N1429W09050N1425W09052N1425W09112N1437W09110,201712070330,SFC,FL150,N1441W09111N1431W09049N1425W09051N1426W09114N1441W09111,201712070930,SFC,FL150,N1441W09111N1431W09049N1426W09052N1425W09114N1441W09111
201712061005,FUEGO,342090,201712060945,SFC,FL150,N1432W09113N1429W09052N1426W09052N1419W09113N1432W09113,201712061600,SFC,FL150,N1436W09115N1430W09052N1426W09052N1421W09115N1436W09115,201712062200,SFC,FL150,N1443W09117N1429W09052N1425W09052N1425W09117N1443W09117,201712070400,SFC,FL150,N1448W09116N1430W09052N1426W09052N1429W09117N1448W09116
201712060411,FUEGO,342090,201712060345,SFC,FL150,N1429W09052N1427W09052N1421W09101N1428W09102N1429W09052,201712061000,SFC,FL150,N1432W09105N1429W09052N1426W09052N1423W09105N1432W09105,201712061600,SFC,FL150,N1435W09105N1428W09052N1426W09052N1423W09105N1435W09105,201712062200,SFC,FL150,N1437W09105N1428W09052N1425W09051N1425W09105N1437W09105
201712051745,FUEGO,342090,201712051730,SFC,FL150,N1432W09109N1430W09052N1426W09052N1427W09108N1432W09109,201712052330,SFC,FL150,N1430W09052N1426W09052N1423W09110N1430W09112N1430W09052,201712060530,SFC,FL150,N1431W09052N1425W09052N1423W09113N1431W09114N1431W09052,201712061130,SFC,FL150,N1432W09052N1425W09051N1422W09114N1431W09116N1432W09052
201712051254,FUEGO,342090,201712051230,SFC,FL150,N1431W09104N1431W09052N1426W09053N1426W09103N1431W09104,201712051830,SFC,FL150,N1431W09052N1426W09051N1419W09134N1429W09137N1431W09052,201712060030,SFC,FL150,N1431W09052N1425W09050N1419W09135N1428W09140N1431W09052,201712060630,SFC,FL150,N1433W09144N1431W09052N1425W09052N1423W09144N1433W09144
201712041907,FUEGO,342090,201712041845,SFC,FL140,N1431W09107N1429W09053N1427W09052N1419W09106N1431W09107,201712050100,None,None,NO ASH,201712050700,None,None,NO ASH,201712051300,None,None,NO ASH
201712041311,FUEGO,342090,201712041245,SFC,FL140,N1437W09116N1430W09052N1427W09052N1420W09117N1437W09116,201712041900,SFC,FL140,N1438W09122N1430W09052N1427W09052N1419W09123N1438W09122,201712050100,SFC,FL140,N1441W09123N1430W09052N1427W09052N1419W09124N1441W09123,201712050700,SFC,FL140,N1441W09122N1430W09052N1427W09052N1419W09124N1441W09122
201711300844,FUEGO,342090,201711300815,SFC,FL150,N1431W09045N1426W09044N1427W09052N1429W09052N1431W09045,201711301430,SFC,FL150,N1432W09044N1427W09044N1426W09054N1430W09055N1432W09044,201711302030,SFC,FL150,N1432W09044N1426W09044N1426W09054N1431W09054N1432W09044,201711010230,None,None,NO ASH
201711300251,FUEGO,342090,201711300215,SFC,FL150,N1430W09053N1426W09052N1420W09105N1430W09113N1430W09053,201711300830,SFC,FL150,N1432W09129N1429W09053N1426W09053N1419W09128N1432W09129,201711301430,SFC,FL150,N1432W09129N1430W09052N1426W09052N1419W09129N1432W09129,201711302030,SFC,FL150,N1432W09129N1430W09052N1426W09052N1419W09129N1432W09129
201711291324,FUEGO,342090,201711291302,SFC,FL150,N1452W09056N1445W09054N1429W09051N1427W09053N1441W09106N1452W09056,201711291900,SFC,FL150,N1500W09101N1429W09050N1424W09055N1452W09113N1500W09101,201711300100,None,None,None,201711300700,None,None,None
201711290733,FUEGO,342090,201711280715,SFC,FL160,N1442W09055N1442W09046N1427W09051N1427W09053N1442W09055,201711281330,SFC,FL160,N1441W09052N1440W09043N1426W09052N1427W09053N1441W09052,201711281930,SFC,FL160,N1441W09103N1427W09051N1426W09053N1434W09111N1441W09103,201711290130,SFC,FL160,N1442W09048N1426W09051N1427W09053N1441W09101N1442W09048
201711290145,FUEGO,342090,201711290132,SFC,FL160,N1508W09101N1508W09041N1428W09052N1427W09053N1508W09101,201711290730,SFC,FL160,N1502W09040N1428W09051N1428W09053N1501W09055N1502W09040,201711291330,SFC,FL160,N1507W09115N1429W09052N1427W09052N1447W09135N1507W09115,201711291930,None,None,NO ASH
201711282012,FUEGO,342090,201711281930,SFC,FL160,N1514W09101N1512W09035N1429W09052N1429W09053N1514W09101,201711290130,SFC,FL160,N1516W09058N1513W09031N1428W09052N1429W09053N1516W09058,201711290730,SFC,FL160,N1517W09103N1512W09025N1428W09051N1429W09053N1517W09103,201711291330,SFC,FL160,N1516W09100N1513W09030N1428W09051N1429W09053N1516W09100
201711281431,FUEGO,342090,201711281400,SFC,FL160,N1526W09053N1515W09015N1428W09049N1429W09055N1526W09053,201711282000,SFC,FL160,N1526W09100N1522W09025N1427W09049N1429W09055N1526W09100,201711290200,SFC,FL160,N1526W09104N1524W09022N1428W09049N1431W09055N1526W09104,201711290800,SFC,FL160,N1527W09052N1516W09010N1426W09049N1429W09055N1527W09052
201711281048,FUEGO,342090,201711281032,SFC,FL160,N1440W09052N1440W09043N1426W09050N1428W09052N1440W09052,201711281630,SFC,FL160,N1443W09047N1440W09036N1426W09052N1426W09054N1443W09047,201711282230,SFC,FL160,N1445W09049N1442W09037N1425W09052N1427W09054N1445W09049,201711290430,SFC,FL160,N1446W09049N1444W09034N1425W09052N1426W09053N1446W09049
