VA_DATE,VOLCANO_NAME,VOLCANO_ID,OBS_DATE,OBS_LOWALT,OBS_HIGHALT,OBS_CONTOUR,FCST+6_DATE,FCST+6_LOWALT,FCST+6_HIGHALT,FCST+6_CONTOUR,FCST+12_DATE,FCST+12_LOWALT,FCST+12_HIGHALT,FCST+12_CONTOUR,FCST+18_DATE,FCST+18_LOWALT,FCST+18_HIGHALT,FCST+18_CONTOUR
201802162345,POPOCATEPETL,341090,201802162332,SFC,FL190,N1917W09900N1913W09856N1904W09902N1907W09907N1917W09900,201802170530,None,None,NO ASH,201802171130,None,None,NO ASH,201802171730,None,None,NO ASH
201802150837,POPOCATEPETL,341090,201802150815,SFC,FL200,N1920W09908N1910W09904N1911W09915N1919W09914N1920W09908,201802151430,None,None,NO ASH,201802152030,None,None,NO ASH,201802160230,None,None,NO ASH
201802140313,POPOCATEPETL,341090,201802140307,SFC,FL230,N1902W09837N1900W09836N1847W09838N1848W09846N1902W09837,201802140900,None,None,NO ASH,201802141500,None,None,NO ASH,201802142100,None,None,NO ASH
201802140143,POPOCATEPETL,341090,201802140130,SFC,FL200,N1914W09910N1905W09838N1858W09841N1852W09913N1914W09910,201802140730,None,None,NO ASH,201802141330,None,None,NO ASH,201802141930,None,None,NO ASH
201802131356,POPOCATEPETL,341090,201802131342,SFC,FL210,N1923W09839N1921W09826N1902W09837N1923W09839,201802131930,None,None,NO ASH,201802140130,None,None,NO ASH,201802140730,None,None,NO ASH
201802130107,POPOCATEPETL,341090,201802130045,SFC,FL210,N1930W09822N1923W09810N1900W09832N1903W09838N1930W09822,201802130700,None,None,NO ASH,201802131300,None,None,NO ASH,201802131900,None,None,NO ASH
201802080540,POPOCATEPETL,341090,201802080530,SFC,FL220,N1921W09833N1919W09825N1901W09835N1901W09838N1921W09833,201802081130,None,None,NO ASH,201802081730,None,None,NO ASH,201802082330,None,None,NO ASH
201802030404,POPOCATEPETL,341090,201802030345,SFC,FL200,N1935W09836N1901W09836N1900W09838N1921W09851N1935W09836,201802031000,SFC,FL200,N1937W09836N1934W09817N1859W09837N1900W09838N1937W09836,201802031600,None,None,NO ASH,201802032200,None,None,NO ASH
201802022248,POPOCATEPETL,341090,201802022232,SFC,FL200,N1922W09832N1901W09836N1901W09837N1922W09842N1922W09832,201802030430,SFC,FL200,N1925W09831N1922W09820N1900W09836N1901W09838N1925W09831,201802031030,None,None,NO ASH,201802031630,None,None,NO ASH
201802021658,POPOCATEPETL,341090,201802021652,SFC,FL200,N1914W09838N1901W09837N1901W09839N1912W09842N1914W09838,201802022300,SFC,FL200,N1922W09838N1901W09837N1901W09838N1920W09844N1922W09838,201802030500,SFC,FL200,N1922W09838N1901W09837N1901W09840N1921W09843N1922W09838,201802031100,SFC,FL200,N1922W09839N1901W09837N1901W09838N1921W09843N1922W09839
201802010554,POPOCATEPETL,341090,201802010530,SFC,FL210,N1920W09837N1919W09829N1900W09835N1903W09837N1920W09837,201802011130,None,None,NO ASH,201802011730,None,None,NO ASH,201802012330,None,None,NO ASH
201802010511,POPOCATEPETL,341090,201802010445,SFC,FL260,N2220W09702N2207W09653N2147W09746N2209W09749N2220W09702,201802011100,None,None,NO ASH,201802011700,None,None,NO ASH,201802012300,None,None,NO ASH
201801312329,POPOCATEPETL,341090,201801312312,SFC,FL260,N1919W09832N1908W09833N1909W09838N1918W09837N1919W09832,201801010500,SFC,FL260,N2216W09644N2215W09638N2208W09638N2208W09645N2216W09644,201801011100,None,None,NO ASH,201801011700,None,None,NO ASH
201801310734,POPOCATEPETL,341090,201801310715,SFC,FL245,N1956W09827N1939W09802N1903W09836N1905W09840N1956W09827,201801311330,SFC,FL245,N2207W09634N2149W09611N2104W09658N2125W09719N2207W09634,201801311930,None,None,NO ASH,201801010130,None,None,NO ASH
201801310422,POPOCATEPETL,341090,201801310252,SFC,FL340,N2134W09723N2123W09725N2122W09741N2132W09739N2134W09723,201801310900,None,None,NO ASH,201801311500,None,None,NO ASH,201801312100,None,None,NO ASH
201801310020,POPOCATEPETL,341090,201801302352,SFC,FL340,N2004W09810N1952W09809N1937W09844N1940W09845N1952W09843N2004W09810,201801310600,SFC,FL340,N2238W09602N2219W09602N2212W09647N2230W09651N2238W09602,201801311200,SFC,FL340,N2356W09258N2343W09249N2334W09334N2344W09339N2356W09258,201801311800,None,None,NO ASH
201801302315,POPOCATEPETL,341090,201801302247,SFC,FL300,N1923W09831N1913W09831N1913W09841N1921W09841N1923W09831,201801310500,SFC,FL300,N2110W09722N2107W09714N2057W09719N2101W09731N2110W09722,201801311100,None,None,NO ASH,201801311700,None,None,NO ASH
201801281608,POPOCATEPETL,341090,201801281530,SFC,FL200,N1924W09824N1912W09811N1901W09836N1901W09837N1924W09824,201801282130,SFC,FL200,N1922W09809N1907W09803N1901W09836N1902W09837N1922W09809,201801290330,SFC,FL200,N1925W09819N1910W09809N1901W09835N1902W09837N1925W09819,201801290930,SFC,FL200,N1925W09820N1910W09808N1859W09836N1902W09837N1925W09820
201801281552,POPOCATEPETL,341090,201801281530,SFC,FL,0NMWID,201801282130,SFC,FL200,N1932W09812N1915W09801N1901W09835N1902W09837N1932W09812,201801290330,SFC,FL200,N1934W09816N1916W09803N1902W09837N1934W09816,201801290930,SFC,FL200,N1935W09823N1922W09806N1901W09835N1903W09837N1935W09823
201801281000,POPOCATEPETL,341090,201801280947,SFC,FL200,N1914W09834N1913W09822N1859W09835N1900W09837N1914W09834,201801281600,SFC,FL200,N1920W09831N1914W09818N1858W09837N1900W09838N1920W09831,201801282200,None,None,NO ASH,201801290400,None,None,NO ASH
201801271712,POPOCATEPETL,341090,201801271702,SFC,FL220,N1908W09833N1905W09826N1859W09837N1901W09838N1908W09833,201801272300,SFC,FL220,N1920W09818N1917W09810N1910W09820N1914W09826N1920W09818,201801280500,None,None,NO ASH,201801281100,None,None,NO ASH
201801271118,POPOCATEPETL,341090,201801271045,SFC,FL220,N1947W09746N1934W09734N1859W09835N1901W09838N1947W09746,201801271700,SFC,FL220,N1958W09749N1946W09733N1857W09835N1902W09838N1958W09749,201801272300,SFC,FL220,N1949W09744N1933W09730N1857W09835N1902W09839N1949W09744,201801280500,None,None,NO ASH
201801270821,POPOCATEPETL,341090,201801270812,SFC,FL210,N1914W09835N1909W09825N1858W09835N1900W09838N1914W09835,201801271400,SFC,FL210,N1919W09825N1911W09813N1857W09835N1859W09839N1919W09825,201801272000,SFC,FL210,N1925W09822N1911W09807N1856W09837N1859W09838N1925W09822,201801280200,SFC,FL210,N1927W09818N1912W09800N1856W09837N1858W09839N1927W09818
201801270224,POPOCATEPETL,341090,201801270200,SFC,FL210,N1927W09814N1914W09805N1900W09834N1903W09837N1922W09819N1927W09814,201801270800,SFC,FL210,N1929W09812N1915W09802N1900W09833N1902W09837N1903W09837N1929W09812,201801271400,SFC,FL210,N1928W09811N1914W09802N1900W09834N1902W09837N1903W09836N1928W09811,201801272000,SFC,FL210,N1929W09811N1914W09802N1900W09833N1902W09837N1929W09811
201801262036,POPOCATEPETL,341090,201801262015,SFC,FL210,N1923W09823N1923W09823N1922W09819N1902W09832N1904W09837N1923W09823,201801270230,SFC,FL210,N1927W09817N1922W09813N1900W09832N1904W09837N1905W09834N1927W09817,201801270830,SFC,FL210,N1918W09808N1910W09806N1901W09833N1905W09835N1905W09835N1918W09808,201801271430,SFC,FL210,N1917W09806N1911W09804N1902W09831N1907W09833N1904W09834N1917W09806
201801251249,POPOCATEPETL,341090,201801251232,SFC,FL220,N1913W09843N1911W09826N1901W09837N1900W09838N1913W09843,201801251830,SFC,FL220,N1933W09847N1927W09811N1900W09836N1901W09838N1933W09847,201801260030,None,None,NO ASH,201801260630,None,None,NO ASH
201801220909,POPOCATEPETL,341090,201801220845,SFC,FL200,N1920W09811N1916W09802N1858W09835N1902W09838N1920W09811,201801221500,SFC,FL200,N1926W09739N1921W09729N1908W09806N1913W09809N1926W09739,201801222100,None,None,NO ASH,201801230300,None,None,NO ASH
201801210555,POPOCATEPETL,341090,201801210530,SFC,FL220,N1907W09816N1900W09812N1859W09837N1902W09838N1907W09816,201801211130,SFC,FL220,N1911W09750N1903W09746N1901W09808N1908W09811N1911W09750,201801211730,None,None,NO ASH,201801212330,None,None,NO ASH
201801210000,POPOCATEPETL,341090,201801202337,SFC,FL220,N1916W09757N1910W09755N1905W09808N1911W09810N1916W09757,201801210530,None,None,NO ASH,201801211130,None,None,NO ASH,201801211730,None,None,NO ASH
201801191047,POPOCATEPETL,341090,201801190945,SFC,FL230,N1927W09758N1859W09834N1902W09838N1927W09814N1927W09758,201801191600,SFC,FL230,N1923W09812N1917W09756N1858W09838N1902W09838N1923W09812,201801192200,None,None,NO ASH,201801200400,None,None,NO ASH
201801190504,POPOCATEPETL,341090,201801190430,SFC,FL230,N1929W09812N1926W09754N1859W09837N1903W09839N1929W09812,201801191030,SFC,FL230,N1927W09751N1919W09738N1858W09837N1902W09838N1927W09751,201801191630,SFC,FL230,N1920W09744N1912W09731N1858W09838N1904W09839N1920W09744,201801192230,SFC,FL230,N1920W09743N1913W09731N1858W09837N1902W09840N1920W09743
201801182346,POPOCATEPETL,341090,201801182332,SFC,FL190,N1926W09816N1910W09820N1904W09833N1903W09838N1912W09826N1925W09821N1926W09816,201801190530,SFC,FL190,N1938W09750N1929W09741N1859W09837N1902W09838N1905W09839N1938W09750,201801191130,SFC,FL190,N1940W09749N1928W09740N1859W09837N1904W09838N1940W09749,201801191730,SFC,FL190,N1941W09749N1927W09738N1859W09834N1905W09838N1941W09749
201801180412,POPOCATEPETL,341090,201801180352,SFC,FL200,N1903W09836N1901W09758N1840W09818N1858W09839N1903W09836,201801181000,SFC,FL200,N1904W09837N1858W09810N1842W09823N1859W09839N1904W09837,201801181600,None,None,NO ASH,201801182200,None,None,NO ASH
201801180247,POPOCATEPETL,341090,201801180230,SFC,FL250,N1915W09818N1907W09811N1858W09833N1904W09835N1915W09818,201801180830,SFC,FL250,N2027W09520N2014W09511N2005W09535N2016W09543N2027W09520,201801181430,None,None,NO ASH,201801182030,None,None,NO ASH
201801170735,POPOCATEPETL,341090,201801170727,SFC,FL220,N1914W09829N1908W09822N1859W09836N1901W09838N1914W09829,201801171330,None,None,NO ASH,201801171930,None,None,NO ASH,201801180130,None,None,NO ASH
201801170036,POPOCATEPETL,341090,201801170030,SFC,FL200,N1909W09823N1904W09821N1859W09835N1902W09836N1909W09823,201801170630,None,None,NO ASH,201801171230,None,None,NO ASH,201801171830,None,None,NO ASH
201801160353,POPOCATEPETL,341090,201801160345,SFC,FL220,N1917W09830N1913W09820N1858W09835N1901W09839N1917W09830,201801161000,None,None,NO ASH,201801161600,None,None,NO ASH,201801162200,None,None,NO ASH
201801151445,POPOCATEPETL,341090,201801151427,SFC,FL210,N1903W09832N1900W09833N1859W09826N1902W09825N1903W09832N1903W09832,201801152030,None,None,NO ASH,201801160230,None,None,NO ASH,201801160830,None,None,NO ASH
201801110247,POPOCATEPETL,341090,201801110230,SFC,FL200,N1911W09823N1904W09820N1900W09835N1902W09837N1911W09823,201801110830,None,None,NO ASH,201801111430,None,None,NO ASH,201801112030,None,None,NO ASH
201801092037,POPOCATEPETL,341090,201801092017,SFC,FL200,N1902W09844N1857W09842N1846W09858N1846W09900N1858W09857N1902W09844,201801100230,SFC,FL200,N1902W09837N1901W09837N1851W09847N1858W09852N1902W09837,201801100830,SFC,FL200,N1902W09837N1901W09837N1846W09852N1856W09858N1902W09837,201801101430,None,None,NO ASH
201801091448,POPOCATEPETL,341090,201801091437,SFC,FL200,N1901W09838N1859W09837N1840W09850N1851W09859N1901W09838,201801092030,SFC,FL200,N1900W09838N1859W09835N1844W09853N1854W09859N1900W09838,201801100230,SFC,FL200,N1900W09837N1858W09837N1846W09855N1858W09858N1900W09837,201801100830,SFC,FL200,N1901W09838N1858W09836N1848W09855N1900W09858N1901W09838
201801090115,POPOCATEPETL,341090,201801090045,SFC,FL210,N1852W09828N1724W09748N1720W09816N1826W09831N1850W09838N1852W09828,201801090700,SFC,FL210,N1756W09802N1656W09741N1651W09816N1756W09825N1756W09802,201801091300,None,None,NO ASH,201801091900,None,None,NO ASH
201801082218,POPOCATEPETL,341090,201801082200,SFC,FL210,N1901W09836N1816W09750N1803W09827N1901W09838N1901W09836,201801090400,SFC,FL210,N1901W09837N1806W09756N1753W09832N1900W09837N1901W09837,201801091000,SFC,FL210,N1901W09836N1802W09804N1752W09837N1901W09837N1901W09836,201801091600,None,None,NO ASH
201801081839,POPOCATEPETL,341090,201801081827,SFC,FL190,N1854W09828N1835W09813N1828W09831N1852W09832N1854W09828,201801090030,None,None,NO ASH,201801090630,None,None,NO ASH,201801091230,None,None,NO ASH
201801070403,POPOCATEPETL,341090,201801070347,SFC,FL280,N1902W09835N1851W09816N1843W09825N1900W09836N1902W09835,201801071000,SFC,FL280,N1803W09711N1755W09649N1737W09709N1753W09723N1803W09711,201801071600,None,None,NO ASH,201801072200,None,None,NO ASH
201801051510,POPOCATEPETL,341090,201801051502,SFC,FL190,N1902W09837N1849W09751N1843W09755N1859W09837N1902W09837,201801052100,SFC,FL190,N1856W09825N1836W09747N1832W09753N1851W09825N1856W09825,201801060300,SFC,FL190,N1850W09824N1827W09800N1822W09803N1846W09827N1850W09824,201801060900,SFC,FL190,N1847W09823N1822W09811N1819W09816N1844W09827N1847W09823
201801041909,POPOCATEPETL,341090,201801041857,SFC,FL190,N1902W09836N1835W09822N1831W09832N1859W09838N1900W09838N1902W09836,201801050100,SFC,FL190,N1902W09836N1834W09820N1829W09831N1900W09838N1902W09836,201801050700,None,None,NO ASH,201801051300,None,None,NO ASH
201801040056,POPOCATEPETL,341090,201801040047,SFC,FL180,N1853W09820N1830W09805N1827W09818N1847W09835N1853W09820,201801040700,None,None,NO ASH,201801041300,None,None,NO ASH,201801041900,None,None,NO ASH
201801031858,POPOCATEPETL,341090,201801031842,SFC,FL180,N1901W09837N1901W09836N1852W09820N1847W09825N1901W09837,201801040030,SFC,FL180,N1901W09836N1852W09818N1845W09826N1901W09837N1901W09836,201801040630,None,None,NO ASH,201801041230,None,None,NO ASH
201801031259,POPOCATEPETL,341090,201801031215,SFC,FL180,N1859W09832N1749W09748N1737W09822N1859W09838N1859W09832,201801031830,SFC,FL180,N1900W09832N1749W09743N1738W09823N1859W09837N1900W09832,201801040030,SFC,FL180,N1900W09831N1746W09746N1738W09822N1859W09835N1900W09831,201801040630,SFC,FL,N1900W09838N1859W09828N1747W09741N1735W09823N1900W09838
201803302221,REVENTADOR,352010,201803302145,SFC,FL140,S0002W07802S0004W07739S0006W07739S0010W07802S0002W07802,201803310400,SFC,FL140,S0001W07802S0004W07739S0007W07738S0010W07802S0001W07802,201803311000,None,None,NO ASH,201803311600,None,None,NO ASH
201803280906,REVENTADOR,352010,201803280845,SFC,FL140,N0001W07729S0000W07724S0005W07738S0004W07740N0001W07729,201803281500,SFC,FL140,S0002W07723S0005W07722S0006W07738S0004W07739S0002W07723,201803282100,None,None,NO ASH,201803290300,None,None,NO ASH
201803260055,REVENTADOR,352010,201803260030,SFC,FL190,S0001W07734S0006W07732S0007W07738S0003W07739S0001W07734,201803260630,SFC,FL190,S0001W07737S0014W07729S0016W07736S0005W07742S0001W07737,201803261230,None,None,NO ASH,201803261830,None,None,NO ASH
201803241845,REVENTADOR,352010,201803241800,SFC,FL140,S0002W07729S0008W07729S0004W07740S0002W07729,201803250000,None,None,NO ASH,201803250600,None,None,NO ASH,201803251200,None,None,NO ASH
201803241315,REVENTADOR,352010,201803241245,SFC,FL140,N0001W07722S0010W07722S0006W07740S0004W07739N0001W07722,201803241900,SFC,FL140,N0004W07714S0011W07714S0006W07740S0004W07740N0004W07714,201803250100,None,None,NO ASH,201803250700,None,None,NO ASH
201803231953,REVENTADOR,352010,201803231930,SFC,FL160,S0002W07740S0007W07738S0016W07756S0009W07802S0002W07740,201803240130,SFC,FL160,S0002W07740S0008W07738S0017W07758S0010W07802S0002W07740,201803240730,SFC,FL160,S0002W07740S0008W07737S0017W07756S0010W07802S0002W07740,201803241330,None,None,NO ASH
201803231353,REVENTADOR,352010,201803231330,SFC,FL160,S0020W07801S0020W07755S0024W07755S0025W07800S0020W07801,201803231930,SFC,FL160,S0004W07740S0005W07739S0020W07752S0013W07756S0004W07740,201803240130,SFC,FL160,S0004W07739S0005W07739S0020W07752S0013W07756S0004W07739,201803240730,SFC,FL160,S0004W07739S0005W07739S0021W07752S0013W07756S0004W07739
201803230758,REVENTADOR,352010,201803230730,SFC,FL160,S0003W07740S0005W07739S0019W07746S0010W07755S0003W07740,201803231330,None,None,NO ASH,201803231930,SFC,FL160,S0005W07738S0022W07740S0018W07749S0005W07740S0005W07738,201803240130,SFC,FL160,S0005W07738S0022W07735S0022W07746S0005W07740S0005W07738
201803220452,REVENTADOR,352010,201803220415,SFC,FL160,N0011W07807S0002W07739S0004W07740S0008W07810N0011W07807,201803221030,SFC,FL160,N0010W07809S0002W07739S0005W07740S0009W07811N0010W07809,201803221630,SFC,FL160,N0008W07810S0003W07739S0005W07740S0011W07810N0008W07810,201803222230,SFC,FL160,N0002W07812S0002W07740S0003W07738S0016W07810N0002W07812
201803212307,REVENTADOR,352010,201803212245,SFC,FL160,N0002W07753S0003W07738S0005W07738S0005W07755N0002W07753,201803220500,SFC,FL160,N0004W07756S0004W07738S0007W07739S0003W07759N0004W07756,201803221100,SFC,FL160,N0005W07757S0004W07738S0007W07738S0004W07801N0005W07757,201803221700,SFC,FL160,N0003W07801S0004W07738S0007W07737S0005W07802N0003W07801
201803202137,REVENTADOR,352010,201803202115,SFC,FL160,S0001W07751S0004W07739S0005W07739S0006W07751S0001W07751,201803210330,SFC,FL160,N0001W07753S0003W07739S0005W07739S0005W07754N0001W07753,201803210930,SFC,FL160,N0001W07753S0004W07738S0006W07738S0006W07755N0001W07753,201803211530,SFC,FL160,N0001W07754S0004W07738S0006W07738S0006W07755N0001W07754
201803201557,REVENTADOR,352010,201803201500,SFC,FL160,N0013W07810S0001W07734S0010W07741S0001W07814N0013W07810,201803202100,SFC,FL160,N0017W07817N0001W07735S0009W07740N0001W07820N0017W07817,201803210300,SFC,FL160,N0014W07819N0004W07737S0008W07740S0003W07822N0014W07819,201803210900,SFC,FL160,N0010W07822N0004W07737S0009W07739S0007W07822N0010W07822
201803191149,REVENTADOR,352010,201803191115,SFC,FL160,N0026W07808S0002W07739S0005W07740N0004W07822N0026W07808,201803191730,SFC,FL160,N0026W07812S0002W07739S0005W07739N0004W07823N0026W07812,201803192330,SFC,FL160,N0026W07814S0002W07739S0005W07740N0001W07825N0026W07814,201803200530,SFC,FL160,N0026W07812S0002W07738S0005W07740N0003W07823N0026W07812
201803190005,REVENTADOR,352010,201803182330,SFC,FL160,S0004W07740S0005W07738S0014W07746S0009W07750S0004W07740,201803190530,SFC,FL160,S0004W07740S0005W07738S0013W07749S0008W07751S0004W07740,201803191130,SFC,FL160,S0003W07740S0006W07738S0005W07738S0013W07749S0007W07752S0003W07740,201803191730,None,None,NO ASH
201803181822,REVENTADOR,352010,201803181815,SFC,FL150,S0002W07756S0004W07740S0005W07739S0011W07756S0002W07756,201803190030,SFC,FL150,S0004W07740S0005W07739S0014W07800S0005W07801S0004W07740,201803190630,SFC,FL150,S0004W07739S0005W07739S0014W07800S0005W07801S0004W07739,201803191230,None,None,NO ASH
201803181239,REVENTADOR,352010,201803181215,SFC,FL150,S0001W07811S0004W07740S0004W07740S0013W07743S0026W07802S0001W07811,201803181830,SFC,FL150,S0004W07739S0005W07739S0032W07809S0006W07815S0004W07739,201803190030,SFC,FL150,S0004W07739S0005W07738S0032W07808S0006W07815S0004W07739,201803190630,SFC,FL150,S0004W07739S0005W07738S0032W07809S0011W07814S0004W07739
201803181004,REVENTADOR,352010,201803180945,SFC,FL160,N0005W07752S0004W07740S0006W07739S0005W07755N0005W07752,201803181600,SFC,FL160,N0007W07802S0004W07740S0007W07739S0005W07803N0007W07802,201803182200,None,None,NO ASH,201803190400,None,None,NO ASH
201803180414,REVENTADOR,352010,201803180345,SFC,FL160,N0001W07758S0003W07740S0006W07740S0005W07758N0001W07758,201803181000,SFC,FL160,N0002W07802S0003W07740S0007W07740S0006W07802N0002W07802,201803181600,SFC,FL160,N0001W07803S0003W07740S0007W07739S0007W07803N0001W07803,201803182200,None,None,NO ASH
201803172227,REVENTADOR,352010,201803172200,SFC,FL160,N0005W07749S0004W07738S0006W07740N0000W07750N0005W07749,201803180400,SFC,FL160,S0002W07740S0005W07739S0009W07756S0002W07757S0002W07740,201803181000,SFC,FL160,S0002W07739S0005W07738S0013W07754S0006W07756S0002W07739,201803181600,SFC,FL160,S0002W07756S0003W07739S0006W07738S0009W07756S0002W07756
201803170415,REVENTADOR,352010,201803170345,SFC,FL150,N0011W07802S0002W07739S0006W07740N0003W07803N0011W07802,201803171000,SFC,FL150,N0008W07804S0003W07739S0007W07739N0000W07804N0008W07804,201803171600,SFC,FL150,N0011W07804S0002W07738S0008W07738S0000W07804N0011W07804,201803172200,SFC,FL150,N0011W07804S0002W07738S0008W07738S0001W07804N0011W07804
201803162235,REVENTADOR,352010,201803162215,SFC,FL150,N0002W07800S0004W07740S0006W07740S0012W07759N0002W07800,201803170430,SFC,FL150,N0002W07759S0005W07739S0006W07740S0010W07759N0002W07759,201803171030,SFC,FL150,N0003W07758S0003W07739S0007W07739S0010W07759N0003W07758,201803171630,SFC,FL150,N0003W07759S0004W07741S0006W07738S0011W07759N0003W07759
201803161241,REVENTADOR,352010,201803161215,SFC,FL130,N0009W07804S0001W07738S0008W07740S0001W07808N0009W07804,201803161830,SFC,FL130,N0010W07805S0001W07738S0008W07740S0000W07808N0010W07805,201803170030,SFC,FL130,N0012W07805S0001W07737S0008W07741N0004W07808N0012W07805,201803170630,SFC,FL130,N0011W07805S0000W07737S0008W07740S0001W07808N0011W07805
201803151703,REVENTADOR,352010,201803151645,SFC,FL160,N0005W07809S0001W07737S0007W07738S0005W07813N0005W07809,201803152300,None,None,NO ASH,201803160500,None,None,NO ASH,201803161100,None,None,NO ASH
201803151125,REVENTADOR,352010,201803151100,SFC,FL160,N0006W07813N0000W07732S0010W07736S0013W07813N0006W07813,201803151700,SFC,FL160,N0013W07820N0002W07735S0011W07737S0017W07820N0013W07820,201803152300,None,None,NO ASH,201803160500,None,None,NO ASH
201803150524,REVENTADOR,352010,201803150500,SFC,FL150,N0004W07807S0001W07740S0009W07742S0016W07807N0004W07807,201803151100,SFC,FL150,N0005W07807S0001W07740S0010W07740S0016W07808N0005W07807,201803151700,SFC,FL150,N0004W07806S0001W07740S0008W07740S0016W07808N0004W07806,201803152300,None,None,NO ASH
201803141250,REVENTADOR,352010,201803141215,SFC,FL150,N0022W07804S0002W07740S0005W07741N0013W07813N0022W07804,201803141830,SFC,FL150,N0023W07803S0002W07738S0006W07740N0012W07814N0023W07803,201803150030,SFC,FL150,N0022W07802S0002W07738S0007W07741N0013W07814N0022W07802,201803150630,None,None,NO ASH
201803140655,REVENTADOR,352010,201803140630,SFC,FL150,N0009W07813S0000W07741S0010W07741S0013W07817N0009W07813,201803141230,SFC,FL150,N0009W07814S0001W07739S0011W07740S0013W07817N0009W07814,201803141830,None,None,NO ASH,201803150030,None,None,NO ASH
201803131112,REVENTADOR,352010,201803131045,SFC,FL150,N0010W07753S0005W07738S0007W07740N0002W07758N0010W07753,201803131700,SFC,FL150,N0010W07753S0004W07738S0007W07740N0002W07759N0010W07753,201803132300,None,None,None,201803140500,None,None,None
201803121355,REVENTADOR,352010,201803121330,SFC,FL140,S0002W07758S0004W07740S0005W07739S0008W07758S0002W07758,201803121930,SFC,FL140,S0002W07758S0004W07739S0005W07739S0008W07759S0002W07758,201803130130,None,None,NO ASH,201803130730,None,None,NO ASH
201803120822,REVENTADOR,352010,201803120745,SFC,FL140,S0002W07746S0004W07739S0006W07739S0008W07747S0002W07746,201803121400,SFC,FL140,S0001W07750S0004W07738S0006W07739S0009W07750S0001W07750,201803122000,SFC,FL140,S0002W07750S0004W07738S0006W07738S0009W07750S0002W07750,201803130200,None,None,NO ASH
201803120247,REVENTADOR,352010,201803120230,SFC,FL140,S0002W07746S0004W07738S0005W07739S0007W07746S0002W07746,201803120830,SFC,FL140,S0002W07748S0004W07738S0005W07738S0007W07748S0002W07748,201803121430,SFC,FL140,S0001W07749S0004W07738S0005W07738S0008W07749S0001W07749,201803122030,SFC,FL140,S0000W07750S0004W07738S0005W07738S0005W07751S0000W07750
201803112104,REVENTADOR,352010,201803112045,SFC,FL140,N0001W07751S0004W07738S0006W07739S0004W07753N0001W07751,201803120300,SFC,FL140,N0002W07753S0003W07738S0005W07739S0004W07755N0002W07753,201803120900,SFC,FL140,N0000W07756S0003W07738S0005W07739S0005W07757N0000W07756,201803121500,SFC,FL140,N0000W07757S0004W07738S0005W07739S0006W07758N0000W07757
201803101503,REVENTADOR,352010,201803101430,SFC,FL160,N0003W07830S0002W07738S0004W07739S0014W07825N0003W07830,201803102030,SFC,FL160,N0002W07828S0002W07739S0004W07739S0014W07827N0002W07828,201803110230,SFC,FL160,N0002W07828S0002W07739S0004W07739S0017W07826N0002W07828,201803110830,SFC,FL160,N0004W07829S0001W07739S0004W07739S0018W07826N0004W07829
201803100922,REVENTADOR,352010,201803100900,SFC,FL160,N0002W07808S0001W07738S0008W07740S0005W07811N0002W07808,201803101500,SFC,FL160,N0007W07815S0001W07738S0008W07738S0005W07816N0007W07815,201803102100,SFC,FL160,N0011W07819S0001W07737S0008W07739S0001W07820N0011W07819,201803110300,SFC,FL160,N0019W07814S0001W07736S0008W07739N0008W07820N0019W07814
201803100339,REVENTADOR,352010,201803100230,SFC,FL140,N0000W07757N0000W07751S0005W07750S0005W07757N0000W07757,201803100830,None,None,NO ASH,201803101430,None,None,NO ASH,201803102030,None,None,NO ASH
201803061004,REVENTADOR,352010,201803060930,SFC,FL150,N0002W07806S0004W07740S0005W07739S0009W07807N0002W07806,201803061530,None,None,NO ASH,201803062130,None,None,NO ASH,201803070330,None,None,NO ASH
201803060418,REVENTADOR,352010,201803060330,SFC,FL150,N0007W07825S0004W07739S0006W07739S0011W07826N0007W07825,201803060930,SFC,FL150,N0005W07825S0003W07740S0006W07739S0014W07825N0005W07825,201803061530,SFC,FL150,N0004W07825S0004W07739S0006W07739S0016W07824N0004W07825,201803062130,SFC,FL150,N0007W07825S0003W07739S0006W07739S0014W07825N0007W07825
201803052223,REVENTADOR,352010,201803052145,SFC,FL150,S0000W07746S0004W07738S0005W07739S0004W07749S0000W07746,201803060400,SFC,FL150,N0004W07754S0004W07738S0006W07739S0003W07758N0004W07754,201803061000,SFC,FL150,N0003W07753S0004W07738S0006W07739S0003W07756N0003W07753,201803061600,None,None,NO ASH
201803051630,REVENTADOR,352010,201803051600,SFC,FL160,N0002W07803S0004W07740S0006W07741S0008W07804N0002W07803,201803052200,SFC,FL160,N0003W07803S0004W07740S0007W07739S0006W07804N0003W07803,201803060400,SFC,FL160,N0005W07801S0004W07740S0008W07739S0005W07804N0005W07801,201803061000,SFC,FL160,N0008W07801S0004W07738S0005W07740S0004W07804N0008W07801
201803050703,REVENTADOR,352010,201803050645,SFC,FL160,S0001W07822S0004W07740S0005W07739S0017W07819S0001W07822,201803051300,SFC,FL160,S0002W07739S0005W07739S0019W07819S0002W07821S0002W07739,201803051900,SFC,FL160,N0001W07822S0002W07738S0005W07738S0017W07820N0001W07822,201803060100,SFC,FL160,N0001W07821S0002W07738S0005W07738S0018W07820N0001W07821
